Branch,Mean_dNdS,RateClasses,OmegaOver1,WtOmegaOver1,LRT,p,p_Holm,BranchLength
57530236,0.0960189160480545,2,0,0,0,1,1,0.5150871363902306
Node61,1.285492995462306e-05,2,9999.999999998339,0.0641051583678971,-1.337545790986042,1,1,2.365463458742393
Node59,7.283591610406216e-06,2,9999.999999998339,0.02318148288805244,5.6559029683267,0.008698357550283198,0.5740915983186911,1.762596103996764
148227940,0.02127934790726206,2,299.2075680690399,0.06206901013958022,1.893136617472919,0.08442428309609706,1,7.998891017679008
Node58,2.947332004281507e-05,2,0,0,0,1,1,7.788974352286242
Node2,3.100349391417085e-05,2,42.95980175628908,0.1214247141848176,-0.0001135877755586989,0.5,1,20326.95860402762
260827949,7.235891677897476e-05,2,47.92828012145224,0.2658497086869205,-0.0001135748170781881,0.5,1,2627074.089659136
Node1,0.03451437235252357,2,0,0,0,1,1,4.459807483757342
198434636,10,1,inf,1,0.1765108260515262,0.3371945445492415,1,0.01808948151269259
198434634,0.3350340688161558,2,6955.489055656049,0.05209773680827001,54.92053571625001,6.272760089132134e-14,4.955480470414386e-12,17.6926049955782
61806616,10,2,344.4521403625496,0.1115348987925862,17.3291709928053,1.571622573487419e-05,0.0002986082889626096,0.6333488122154082
73983786,0,1,0,0,0,1,1,0.1230346327410097
52545577,7.190323088415977e-05,2,3.773258636172553,0.3972878394256916,2.090703643614688,0.07409889945601128,1,1.81270904512907
34534529,10,1,inf,1,0.6385651345153747,0.2121154304230324,1,0.00173496075381253
7023009,1,1,0,0,0,1,1,0
Node11,0.5672781588857467,2,16.36470708590639,0.2379287035094848,3.680822407672167,0.0275208473047085,0.4128127095706274,3.341300501135169
Node9,0.2047898106868395,2,129.1199333564732,0.04804712551035129,0.3684358211503422,0.2719290582779462,1,0.5807109208355415
297705178,0.1387922866263739,2,3964.75184519859,0.1772854503503701,5.137373204119285,0.01170802635510287,0.187328421681646,193.5710982112944
Node8,10,2,9999.999999998339,0.3150141400165061,16.25730469293012,2.764799728488532e-05,0.0004976639511279357,12.71505191685646
Node6,0.4105880202618107,2,3963.65091999993,0.2993441841588907,6.181345009341385,0.006455205084475057,0.109738486436076,44.63088373275584
149607958,10,1,0,0,0,1,1,0.07944403673012515
Node5,3.726355081536633e-05,2,11.00980965339619,0.2455888326451403,1.969537050139479,0.0802485050607058,1,2.010767941352066
62204405,0.04368108829870159,1,0,0,0,1,1,0.3517322682029991
Node4,10,1,inf,1,0.02336352151178289,0.4392577686750554,1,0.03709313477387265
Node2,1.313146051408484e-05,2,1.017010962575921,0.1947429715085771,-0.001048935257131234,0.5,1,0.5140066520762748
149486417,10,1,inf,1,0.03032150068247574,0.4308813733265805,1,0.02950790558637613
Node1,0.0002099698031823301,1,0,0,0,1,1,1119.604965223551
198430278,0.07011289566471822,1,0,0,0,1,1,0.022566596034086
198411984,0,1,inf,1,-0.0003792888273892459,0.5,1,1.502221393376996e-09
26343267,10,1,0,0,0,1,1,1.968847161518855e-09
39545683,10,1,762438.0451268688,1,0.595099200574623,0.2202270180706266,1,0.001069300405386894
223460759,10,1,0,0,0,1,1,1.968847161518855e-09
Node16,10,1,0,0,0,1,1,1.968847161518855e-09
Node14,0.4056047458375324,1,0,0,0,1,1,0.01629399326210365
33342048,0.4256078665261614,1,0,0,0,1,1,0.01249033893485334
Node13,1.135198452941559,2,9999.999999998339,0.02143321553053046,8.34382522947999,0.001935001566271743,0.1412551143378373,12.02535812136552
124055296,0.3731730264238554,1,0,0,0,1,1,0.06855100390239172
Node12,0.5292962879036296,2,31.29616825007792,0.1228230337372034,7.260771833745821,0.003523849769165366,0.2466694838415756,0.7728368252976443
297273533,1.365134559444797,2,7.895858533976331,0.2119740643627727,6.503456792364886,0.00538324835782078,0.3660608883318131,0.05733685847181049
114670314,0.7525195397025769,2,9999.999999998339,0.0238028926117001,24.09123061423452,4.593887808490571e-07,4.18043790572642e-05,2.687150532503448
4103066,0.3898393922859592,1,0,0,0,1,1,0.002243927512294588
21595377,10,1,0,0,0,1,1,1.968847161518855e-09
Node28,0,1,0,0,0,1,1,0.001101295800492701
6707799,10,1,801914.4800414842,1,0.5771660768077709,0.2237126385836137,1,0.001124416469671949
Node27,10,2,9999.999999998339,0.04795249800628776,8.636794967394962,0.001647202440051565,0.1218929805638158,0.009512037984397795
Node25,0.5258115888429029,1,0,0,0,1,1,0.02354259510238635
297701701,1.613021954361445,1,1.802048166920034,1,0.8478939000560786,0.1785744134029412,1,0.01924327834941786
Node24,0.5580551372780442,1,0,0,0,1,1,0.01745603602482286
Node22,0.639771511738927,2,22.13668682253497,0.03163779382430854,4.361806320033793,0.01837665739879824,1,0.02997725477633808
296203096,0.6175201600640673,1,0,0,0,1,1,0.06326843298959546
Node21,0.9886697331872312,1,1.276875057907169,1,0.3179087446405902,0.2864335657460094,1,0.1167211477451552
Node11,0.2901294275500061,1,0,0,0,1,1,0.07095481593438603
73965078,0.8101991149199488,2,62.08160730871678,0.08582482281644976,21.7776722007693,1.530710967090343e-06,0.0001362332760710405,0.7692296757518156
300794437,0.8217731355018211,2,2.854605813036238,0.425055523160299,5.516607072022452,0.009418379586863368,0.612194673146119,0.1817385091829763
Node34,10,1,17130329.42225732,1,3.060044265388569,0.04011974167593246,1,0.0238433170351761
Node10,0.808139767684344,2,900.6949803224443,0.299090955283095,93.14531915994303,0,0,8.633310492072532
296203100,0.6332494770675793,2,5.56132836242678,0.1910297019113225,4.547489294389379,0.01648352685388343,1,0.3234282311096888
297487471,0.652596694267883,2,57.86625567962657,0.08773788365310919,3.97230474310345,0.02312721098987225,1,1.180454675013111
Node39,1.544635693564749,2,23.00526521142875,0.2068280994548246,9.32485717072268,0.001130329705708311,0.08703538733953992,0.2697328346822431
119912856,10,1,0,0,0,1,1,1.968847161518855e-09
297487473,10,1,776242.5837386207,1,0.5774927189777372,0.2236483883062941,1,0.001088865837117087
Node42,0.8156399406465462,2,83.49652589715969,0.1503124467074858,18.4031933874794,8.937907476302964e-06,0.0007775979504383579,1.46929884773636
Node38,1.438154856254145,2,9999.999999998339,0.07088689749180799,4.389594687592762,0.01807945407910805,1,0.5374910830759959
73965076,1.03094607729482,2,146.6306748847239,0.1557595656367663,26.69937832383584,1.18848990482423e-07,1.093410712438292e-05,2.254218772992298
Node37,10,2,9999.999999998339,0.07993577048956191,6.316289611902903,0.005981685104059997,0.4007729019720198,0.08522641437078743
Node9,0.7342952857589558,1,0,0,0,1,1,0.04531993085706479
293340553,0.2364391730455775,2,9999.999999998339,0.02405585421773404,-0.8268089215125656,1,1,0.2628007785360228
293351950,10,2,9999.999999998339,0.02452351172457823,0.6946305849050987,0.2022968994386222,1,0.001310535629848339
Node46,0.4457475614936571,2,35.93111589192404,0.1945056327020531,9.632925859084935,0.0009555995457419808,0.0745367645678745,2.378932646649038
Node8,0.9328143397760914,2,448.8072790858458,0.09297648366999312,9.997949910262832,0.0007835729460732299,0.06346940863193162,0.5752177013441119
297487465,1.518479798808188,2,2641.860865719448,0.07822210678816788,8.683642721400247,0.001605392995113586,0.1204044746335189,0.4497909923622129
194675711,1.350142763734092,2,345.0872528099295,0.04616109750864794,7.066350927547319,0.003927253279538523,0.2709804762881581,0.2539531866607418
Node50,0.7575628339835704,2,202.1237344603174,0.3191523177977923,42.44076636710088,3.642774970558094e-11,3.460636222030189e-09,6.924729953972455
149632636,0.6932013607093721,2,6365.559184781103,0.1437084867055343,5.354909137640789,0.01033200550533087,0.6509163468358445,161.9162641466594
149632642,0.9343775223936102,2,1999.200000000112,0.1034084334469624,10.08861909886764,0.0007459393171570516,0.06116702400687823,22.60608774647677
149632638,0.7003536577893624,2,9999.999999998339,0.3027921212329634,31.08068958413787,1.237608149295966e-08,1.150975578845248e-06,319.1584534397318
Node55,0.4103063547258317,1,0,0,0,1,1,0.1235984469999829
Node53,0.7423787242036425,2,60.84060634373593,0.1284004686328569,12.28329843650863,0.0002285149506365824,0.01896674090283634,0.8862095138867175
Node49,0.6252718128033234,1,9542077.815292342,1,0.1432395559168071,0.3525407305445649,1,0.01356735047912057
Node7,0.5004674457060349,2,3333.111125924368,0.1494090266074911,8.097235969449684,0.002216640658895208,0.159598127440455,76.64695971350169
73965074,0.7537329901366081,1,0,0,0,1,1,0.1179505571655682
301768907,0.7293652038683389,2,182.8814487090811,0.04221390118440782,17.09014203386323,1.782342764161671e-05,0.001532814777179037,0.6882442556251829
Node63,0.7388905124460776,2,6.517045989876306,0.2218898087671139,7.61485508800979,0.002894470539716143,0.2055074083198462,0.114828597142439
194675709,10,1,0,0,0,1,1,1.968847161518855e-09
297487463,10,2,4161.007742690729,0.003716372361915465,21.78724565973971,1.52309201756351e-06,0.0001370782815807159,0.0325221045551647
Node66,0.8141070040888669,2,2.270390290628196,0.501540953436183,5.384271149458073,0.01015953716490497,0.6502103785539184,0.2384857483980794
Node62,0.4763154613422744,1,0,0,0,1,1,0.02546436210527013
296203108,0.5927142892100573,1,0,0,0,1,1,0.08134004127035614
21751430,0.8337190236940437,2,3371.433187878797,0.3562484925660713,73.22944452524825,0,0,314.6920800535119
Node69,0.5272056200481181,2,7.872893002729925,0.1888987710896323,8.868031927406264,0.001451039218453687,0.1102789806024802,0.1069638698931841
Node61,0.8337301996900061,2,887.8231642877645,0.03425586339443321,9.841773847125296,0.0008529645676830233,0.06738420084695884,0.5018103574114033
291414768,0.6131511310033082,2,118.1838935529439,0.04025024154998647,2.741188513398811,0.04889600456475063,1,1.004692653809029
293351952,0.7450770988635075,2,9999.999999998339,0.4392548135407474,69.81749092021346,5.551115123125783e-17,5.440092820663267e-15,489.5758543174647
62471450,10,1,0,0,0,1,1,1.968847161518855e-09
261854628,10,1,2535510.213143321,1,1.99787214720709,0.07876010267459033,1,0.003556411199320341
Node77,0.9097132616746766,1,0,0,0,1,1,0.05342937078381214
Node75,0.5164854813382087,2,35.53436009951865,0.04919347054609902,12.47763767478318,0.0002059263493353614,0.01729781334417035,0.05711087735551712
124377664,0.5026789426378971,2,26.94156713078528,0.02389059634700952,4.677355786923727,0.01528137883121794,0.9474454875355123,0.01332394200310224
281332121,10,1,0,0,0,1,1,1.968847161518855e-09
83699402,10,1,0,0,0,1,1,1.968847161518855e-09
28916453,2.237426039161952,1,2.416923499537387,1,0.6676916754659032,0.2069287767304784,1,0.007093000044225285
Node86,10,1,0,0,0,1,1,1.968847161518855e-09
Node84,10,1,0,0,0,1,1,1.968847161518855e-09
20330544,0.369306510827014,1,0,0,0,1,1,0.002361491791418683
Node83,10,1,0,0,0,1,1,1.968847161518855e-09
74178443,10,1,2418483.805034411,1,2.025606563569454,0.07733357857352174,1,0.003392296540761473
Node82,0.8693253388668432,2,18.21241483377352,0.0713620163370946,3.908380057902832,0.02402294414097,1,0.01640384314604768
Node80,0.7228054440274155,1,1.035935879998293,1,-0.02571375429397449,0.5,1,0.03750643006951015
Node74,0.4409051822958159,2,1.589000757679185,0.3997516779442218,1.902489064879774,0.08389998899152667,1,0.2837315994597755
Node72,10,1,16031885.03624261,1,1.950268134729413,0.08127897982763171,1,0.02245039019519268
Node60,0.3322535570370211,1,0,0,0,1,1,0.1173624210581136
149637624,0.4505226107341705,2,0,0,0,1,1,0.7137632879475958
Node59,10,1,0,0,0,1,1,0.002422135336923645
224075425,0.0001041228515821198,2,1.241217754573381,0.3537070298080383,-0.1198297140363138,0.5,1,9.577483171491936
Node58,2.406807169691642,2,889.6174240728101,0.2547127159134622,36.76422452100087,6.665716867360061e-10,6.265773855318457e-08,4.151500284228903
Node6,10,2,1955.957433751921,0.1265342515538955,13.81481621543935,0.0001008695286474071,0.0085739099350296,0.3096501426493662
297487467,0.5985758862002062,2,9999.999999998339,0.3807840771587805,56.08841887653398,3.463895836830488e-14,3.325340003357269e-12,156.9139583641797
Node5,0.7368745745297332,2,3333.685188810365,0.09863110352722337,3.691307946952293,0.02734835436234223,1,158.3702196199663
109118212,1.329257802673754,2,79.77633007325964,0.1213062090095917,9.877394868890406,0.0008366083575764849,0.06692866860611879,0.8955715054210192
Node4,0.6851008399294838,2,3333.11112595152,0.1352700926263922,5.838059341927874,0.00784155762125982,0.5175428030031481,223.4479176321939
261942074,0.2509257908827438,1,0,0,0,1,1,0.06598426574545879
Node3,0.2861178060094646,1,0,0,0,1,1,0.05526467652050773
39545681,0.7068784408054389,2,9999.999999998339,0.004994869618907605,20.46045667368162,3.043802428825959e-06,0.0002678546137366844,0.07096752393037419
Node2,10,1,0,0,0,1,1,1.968847161518855e-09
66775607,10,1,3435320.966319817,1,1.936016118816042,0.08205087571718583,1,0.004818892974190163
Node1,10,1,0,0,0,1,1,1.968847161518855e-09
74178584,10,1,0,0,0,1,1,1.968847161518855e-09
80978941,10,1,934942.7333409468,1,0.5403247994545382,0.231149075123376,1,0.00131135216392373
297275832,0.05199843112304627,1,0,0,0,1,1,0.01431076051847499
297703169,0.7543140255401664,2,6614.633226366395,0.1945150165232168,113.7524610371474,0,0,57.30713546947288
14495677,1,1,0,0,0,1,1,2.57749297356911e-09
62087364,0.5767329316324382,2,2727.946948212491,0.09713704796816247,182.6930036800768,0,0,4.045404608617325
Node18,0.7596950845410538,1,0,0,0,1,1,0.007359269201737992
Node16,0.1233696543805845,1,0,0,0,1,1,0.01124311874419223
Node14,0.04605273453480198,1,0,0,0,1,1,0.01949971190976654
296232573,0.1499392984822203,2,2.320663559826763,0.06859794738284863,0.9733266222392558,0.1619259639898873,1,0.04011662153279232
Node13,0.2227776043310412,1,0,0,0,1,1,0.05654282354417502
157279345,0.1070986987401934,2,0,0,0,1,1,0.1481218042944934
Node12,0.1731966985833004,2,9999.999999998339,0.09630380933720362,17.21435870284768,1.669515462232596e-05,0.000818062576493972,3.413823792272781
118124540,0.1640294523915283,2,1132.943926024935,0.07335667230336307,1.653327495521808,0.09925332282756305,1,45.6681079068934
Node11,10,1,inf,1,0.03123387663799804,0.4298598111935077,1,0.01298830954418938
149445297,0.4990569549855091,2,14.04013887880988,0.4254454131111099,23.20001842563215,7.299796494497635e-07,3.722896212193794e-05,2.97142568740425
Node10,1.384551316275019e-05,2,1.609079923812202,0,0,1,1,1399.246352094074
47939723,0.0734788236583586,2,1.889383935227051,0.2297563667836231,1.009258948251954,0.1575402187957073,1,0.888321016304074
Node9,10,2,61.1676012671952,0.0818907714961169,0.7979685480313492,0.1858507175842375,1,0.1832018844702706
33416873,0.4808065962223152,2,7114.142170065981,0.05569296103712007,92.72409532252641,0,0,6.465367142215644
52353935,1,1,0,0,0,1,1,4.735580775524895e-05
Node26,0.06213572661313677,2,22.32817736343293,0.2346753536322762,7.534787059965311,0.003025944483967313,0.1391934462624964,1.3006433247107
Node8,2.887992044755691e-05,2,46.56969473226032,0.2089342678225209,4.323350669459614,0.01879641473118721,0.827042248172237,0.6027861917257282
66472288,0.1075905916170429,2,1790.729196424446,0.1158481433700009,4.02459961619752,0.02242063113212883,0.9640871386815397,224.837620503372
111610068,1,1,0,0,0,1,1,2.57749297356911e-09
1945445,0.1238095291278646,1,0,0,0,1,1,0.02119828821602271
149412978,0.1353426358099001,2,0,0,0,1,1,0.2284606961975852
89574433,0.07115483114770291,1,0,0,0,1,1,0.01731286103456346
Node37,1,1,0,0,0,1,1,2.57749297356911e-09
Node35,0.1947935899811006,1,0,0,0,1,1,0.0186665616909641
12805565,0.09769916222367635,1,0,0,0,1,1,0.08064733327978028
Node34,0.02540384856496955,1,0,0,0,1,1,0.02833474779191191
Node32,0.1803152696965657,2,0,0,0,1,1,1.351212013872044
Node30,10,1,inf,1,0.02983982738805935,0.4314270816103899,1,0.01726162291840032
209155714,0.1384660387157637,2,1.643679585069715,0.1429242070805159,0.1584819362615235,0.3452790119577423,1,0.5147456442558902
Node29,0.5040904233111015,2,4.722762792614612,0.1988768256532638,0.9326015043552616,0.1670939185111298,1,0.9325172180957452
Node7,10,1,inf,1,0.02600935960072093,0.4359387310866044,1,0.02580101840965504
198414382,0.07278923120957038,2,2.409326243085019,0.3434273581742123,0.2413682501064613,0.3116098172028227,1,1.974323567920521
Node6,5.274991232092012e-05,2,82.42297460812335,0.3889432023896454,4.679149860457983,0.0152654270643014,0.6869442178935627,1.285301298176279
149632362,0.03708504775112695,2,1.097086903053754,0.5474131404819693,0.01324210866732756,0.4541930907370759,1,0.9641006481541549
Node5,10,1,0,0,0,1,1,0.6966325188372297
221042168,0.2712804700508569,2,22.07357460946094,0.2287858332528941,-1.689835436518479,1,1,4.633894203922633
194223057,0.7242849112798211,1,0,0,0,1,1,0.09456085758445386
Node44,10,1,0,0,0,1,1,0.004878297170396571
Node4,0.8894160109166447,2,81.01576088976617,0.1661117224864518,12.41348112181004,0.0002131227770786337,0.01022989329977442,0.5972493017784212
74004136,0.9367068847166073,2,45.79681187486702,0.2438194124066008,19.55427083050017,4.889094673665717e-06,0.0002444547336832859,1.343186292488449
Node3,0.3907060339070935,2,32.36363520013247,0.222731228120393,9.543817269419378,0.001003120304629734,0.04714665431759751,1.864029084413612
33187703,1,1,0,0,0,1,1,2.57749297356911e-09
55715912,1,1,0,0,0,1,1,2.57749297356911e-09
Node49,2.457410079168291e-07,1,0,0,0,1,1,0.005478044449397045
16923255,1.161365362508479,2,3544.741836622764,0.02519162328603197,40.47470723152219,9.95888926880184e-11,5.178622419776957e-09,0.06673643995315602
Node48,0.2292214978338004,1,0,0,0,1,1,0.05522222384894662
Node2,0.3553961711282023,1,0,0,0,1,1,0.08100504453039813
2558499,10,1,627458.608991917,1,0.6205440441190149,0.2154225938331969,1,0.001179522981806545
Node1,1,1,0,0,0,1,1,2.57749297356911e-09
9957560,1,1,0,0,0,1,1,2.57749297356911e-09
82696996,1,1,0,0,0,1,1,2.57749297356911e-09
194380354,0.3326230765065701,1,0,0,0,1,1,0.0007459381231698666
27529702,3.418944903825939e-06,1,0,0,0,1,1,0.0001670607006796503
73967056,1.458526360192573,2,9999.999999998339,0.001221046702625017,50.6351317485387,5.561662241859722e-13,4.338096548650583e-11,0.004678549460117404
73967054,1,1,0,0,0,1,1,1.954519315244507e-09
73967058,1,1,0,0,0,1,1,1.954519315244507e-09
Node21,1,1,0,0,0,1,1,1.954519315244507e-09
73967060,3.403105383797883e-06,1,0,0,0,1,1,0.0001674801704411462
Node20,1,1,0,0,0,1,1,1.954519315244507e-09
Node18,0.04088319795568388,1,0,0,0,1,1,0.03310848229388776
301753032,0.07268621921044575,2,0,0,0,1,1,0.03708949015974834
Node17,0.03686719565208339,1,0,0,0,1,1,0.02551058661291807
297486552,0.0648030585399207,2,1088.95811298439,0.001850079750203237,5.248186867043842,0.01098482590669936,0.7579529875622557,0.4943306087533834
Node16,0.09788709138458773,1,0,0,0,1,1,0.003956737115105181
194217370,0.04431253257266522,1,0,0,0,1,1,0.03157929648747906
Node15,0.01969403693716023,1,0,0,0,1,1,0.01341809927599096
74140527,10,1,418208.6617281177,1,1.857095738494536,0.08648018414180481,1,0.0005948560660883776
74188498,10,2,22.02434918502034,0.9441783890165782,0.884786401205929,0.1734470327093408,1,0.05420711973535008
Node33,3.435081210627514e-07,2,0,0,0,1,1,0.0002885203580788981
28436851,1,1,0,0,0,1,1,1.954519315244507e-09
Node32,10,2,9999.999999998339,0.007044916126509149,16.53377509172424,2.389557801601994e-05,0.001744377195169455,0.0002393707634907754
187951929,1,1,0,0,0,1,1,1.954519315244507e-09
7416032,3.436663685400386e-06,1,0,0,0,1,1,0.0001655641604946865
Node37,1,1,0,0,0,1,1,1.954519315244507e-09
Node31,0.04386660638537596,1,0,0,0,1,1,0.02895991931832442
109491389,1.724894167756273e-06,1,0,0,0,1,1,0.0003297949030871337
293340265,1,1,0,0,0,1,1,1.954519315244507e-09
Node41,1,1,0,0,0,1,1,1.954519315244507e-09
293351677,0.5810816260441024,2,9999.999999998339,0.006093779455892623,120.1923649641394,0,0,0.09786670914086858
Node40,0.0528672901508471,1,0,0,0,1,1,0.02342357368446507
Node30,0.03471520714609821,1,0,0,0,1,1,0.0817813897217131
189524496,0.08219881235513181,2,3.190273562186508,0.1203617792690652,8.172389056970133,0.002126642417876357,0.148864969251345,0.9679429544260589
224076429,0.1577609909879755,2,45.8092274138823,0.128558307651114,97.25830407228204,0,0,1.602824916254057
Node45,0.1711766780832772,2,3.468672822767312,0.05680918389435019,4.220670357695781,0.01996719032972866,1,0.1793497499879675
Node29,10,1,2491319.167570862,1,0.2261529542738572,0.3171955720807136,1,0.003537439450277843
291405461,0.06883439343692094,1,0,0,0,1,1,0.07806453863530244
Node28,0.02491429094845309,1,0,0,0,1,1,0.006096422228018861
Node14,0.07045915397783588,1,0,0,0,1,1,0.03342390285664865
109113818,0.0724647915104117,2,212.2093260179296,0.001722878734580324,20.74767744092969,2.619754342902958e-06,0.0001964815757177218,0.02145791003371355
Node13,0.02883764864351326,1,0,0,0,1,1,0.004698202035860168
297700411,0.1622811261889197,1,0,0,0,1,1,0.006855019622123346
Node12,0.05144776622175926,1,0,0,0,1,1,0.007069412734739332
Node10,10,1,20256.12126788657,1,-0.007024025195278227,0.5,1,2.884040163588155e-05
Node8,0.3270222202608162,1,0,0,0,1,1,0.000308968176292461
57999440,0.5237880399496931,1,0,0,0,1,1,0.0008349530725479766
Node7,1.026016125373942,2,9999.999999998339,0.009343903227919004,70.05766184377717,5.551115123125783e-17,4.551914400963142e-15,0.117083988989181
194379634,0.434288704226875,2,9999.999999998339,0.01424792978573086,112.8834106104041,0,0,1.122031704658904
54633204,10,1,228069.9814550935,1,0.364220272138482,0.2730858477299879,1,0.0003243933563450199
Node52,1,1,0,0,0,1,1,2.718109044863968e-05
Node6,0.8474366257167826,2,4518.964831297666,0.006993109157197197,72.91668489167932,0,0,0.1452839327771998
194382760,0.4991544099506702,1,692854.9762920742,1,-0.002157036651624367,0.5,1,0.0009853140603234074
Node5,0.0001051047596990681,2,0,0,0,1,1,9.521456533867651
301604966,0.1249393236100508,2,0,0,0,1,1,0.4768703568950685
Node4,0.03530371463088013,2,152.0491251816565,0.02536881955110093,1.554610595485428,0.106228040413157,1,3.459013328793656
118098621,0.2003607092779661,2,6.782675253361473,0.1334331206552453,18.29139634373132,9.478068344226376e-06,0.0007013770574727518,0.8526346298671695
Node3,0.2443775378988099,2,4.44494715497303,0.1508873774926598,10.173203641898,0.0007124823115888246,0.05058624412280655,0.4539979882323524
297260764,0.3111664776907425,2,209.2593657599951,0.02482192358416957,122.7485127065447,0,0,0.235122019288913
219841774,0.2396077507693634,1,0,0,0,1,1,0.0002947776910623955
14133253,0.6520141080076196,2,9999.999999998339,0.005094108647966,139.5531845791265,0,0,0.05901965475241285
297708490,0.3691410707702001,2,9999.999999998339,0.0155046741577578,81.83394866547314,0,0,2.221392896373266
20338988,10,1,183918.6703841173,1,1.272543871047674,0.1296449967231094,1,0.0002616377651476402
51317366,1,1,0,0,0,1,1,1.954519315244507e-09
Node71,10,1,91955.94523140216,1,0.6314176156884059,0.2134178997915417,1,0.0001308042066647533
Node69,1,1,0,0,0,1,1,1.954519315244507e-09
23200587,1,1,0,0,0,1,1,1.954519315244507e-09
Node68,1,1,0,0,0,1,1,1.954519315244507e-09
Node66,0.3620768811804573,1,0,0,0,1,1,0.0005195054410338295
18650666,10,1,183964.1702907769,1,1.272989261749899,0.1296033223483138,1,0.0002617025903526215
Node65,0.7060211367703485,1,0,0,0,1,1,0.0002244439816243306
Node63,0.2330532755516999,1,0,0,0,1,1,0.02031841574071657
Node61,0.3661911081689622,1,0,0,0,1,1,0.009414852727779354
296191535,0.4393687003439085,2,9999.999999998339,0.1086437353486729,293.2837587342365,0,0,95.81726193934969
Node60,0.2164716585038153,2,1.269705791904058,0.2103016478507614,0.3493309680197854,0.2772460486993804,1,0.05428718491690732
73995372,0.2271269767288058,2,1465.745594811121,0.0109694947407436,23.23381638358114,7.172626592666376e-07,5.451196210426446e-05,10.57201593499118
301774801,0.2973561230335984,1,0,0,0,1,1,0.04665767422789005
Node79,0.2136234396176216,2,1.037240050506862,0.2285199758557367,-0.01817625289550051,0.5,1,0.04109536576436961
194214159,0.296418603471946,2,19.17862635384783,0.02592407111871975,31.31859082510346,1.09486364419098e-08,8.430450060270545e-07,0.1317349008522571
Node78,0.2991235933477981,1,0,0,0,1,1,0.008064117811770166
194674379,1.136759009161641,2,9999.999999998339,0.00496353826935525,65.47059531076229,2.775557561562891e-16,2.220446049250313e-14,0.03178509581435858
297484923,1.632954372418056,2,9999.999999998339,0.008573820568839041,68.67338327449397,5.551115123125783e-17,4.496403249731884e-15,0.07321988107359469
Node83,0.2511357742708298,2,1.960202908961765,0.1067296446242422,0.8976262358191889,0.1717095014967792,1,0.1270130750899999
Node77,0.1935625218113691,2,3333.174866893351,0.003356077693574377,10.81514279171824,0.0005033662980206133,0.03624237345748416,0.4511137921285124
Node59,0.273179926934021,1,0,0,0,1,1,0.01828665252538205
291411528,0.2163173785196877,2,0,0,0,1,1,0.1408650443898758
Node58,0.4320562896890571,2,436.7057293740119,0.009957710207410653,4.803601900610374,0.01420015097685234,0.9656102664259594,0.1553108634756704
Node2,0.2086589258824827,2,1.222834512865975,0.209997389530065,0.04871783283306286,0.4126547751616813,1,0.1706225548300349
291327510,0.1264816677434125,2,1088.915624929146,0.9494179441206235,0.7202467055758461,0.1980314986145394,1,0.0007319134380392613
219520644,0.8637072890195137,2,9999.999999998339,0.0326753629140567,240.6122066500538,0,0,2.039569951305121
Node87,0.2031809852561406,2,1.757135629260083,0.1308673391970595,1.941075587150408,0.08177589809157759,1,0.04622028961751082
Node1,0.2093710342343647,2,1.610383772571962,0.1379343400897847,0.7289266549632885,0.1966156614092118,1,0.04407347288394906
293362442,1,1,0,0,0,1,1,0
293341245,2.101366170121023,2,9999.999999998339,0.004389355207325862,104.5655860947154,0,0,0.02157179551474245
261259963,0.01518531716770077,2,0,0,0,1,1,0.7330203307931487
301615031,6.551473855080472e-05,2,1.398527728708562,0.4065757792463273,0.1659110548644094,0.3418858240233307,1,1.434602045717219
76780287,0.2664563398794741,2,85.42058214801312,0.01354210460736804,0.6613555244075542,0.2080408998877947,1,0.01204550437844144
17298188,1.762971451455242,2,9999.999999998339,0.04621213568642035,17.77305474011519,1.244415699996892e-05,0.0003733247099990677,0.6774276747744036
Node10,0.2500487706780865,2,3.173860742537006,0.2247391109830565,1.153960888626898,0.1413607646996431,1,0.9319306767014828
Node8,0.8980711992205466,2,155.4847079731327,0.1294283295880578,0.8689375911453681,0.1756247981704837,1,0.1462333906617563
118088663,0.1149079935952979,2,665.9062196036148,0.1215688550849978,1.222841630249604,0.1344018505403417,1,45.89733026938583
Node7,9.524256442553782e-06,2,169.6341836297863,0.06572983074245775,-0.003531432335876161,1,1,37339.32269065759
Node5,10,1,0,0,0,1,1,1154.904982703258
297683682,10,2,9999.999999998339,0.9902263062280833,0.0002963564875244629,0.4931325448057228,1,0.002503639936828748
37781350,0.2546508385070684,2,6852.947440285197,0.1916675230188799,78.72327157850668,0,0,112.7243693034664
Node14,6.579958549799283e-05,2,9999.999999998339,0.3328921871287275,-0.0001819562312448397,0.5,1,285505.9556395737
Node4,10,2,70.82974080164691,0.2486330349591735,1.064978386373696,0.1510412352958604,1,79.35421643427669
198419990,0.03219185597054128,2,0,0,0,1,1,1.919271866733112
198435966,0.01178684907333644,2,0,0,0,1,1,6.544812030593063
Node17,0.02912215556583725,2,138.7545316679489,0.1400623385315027,0.02171712345807464,0.4414210541144955,1,0.4360274790662276
Node3,1.28494034744124e-05,2,1.486295951860482,0.1109255082411796,0.0003237319360778201,0.4928223974520152,1,0.4340542778953612
198428648,3.412583437579682e-05,2,52.96392742162271,0.123435901538394,-0.0002160881813324522,0.5,1,53026.03371277343
198428656,5.571819061488553e-05,2,22.01155326236086,0.2639627893363284,-0.000133308185468195,0.5,1,2435159.556390077
